id,type,subtype,unit_max,point_cost,point_upkeep,revenue_day,has_manure,price_buy_unit,animal_cost,fill_type,consumption,prod_wgt,cost_day_unit,cost_day,revenue_day_adj,profit_day,point_animal_cost,cost_recoup_days
sheepBarnBig,SHEEP,SHEEP_BLACK_WELSH,68,97000.0,150.0,3835.2,0,1550.0,105400.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,190.4,3835.2,3494.8,202400.0,57.9146160009157
sheepBarnBig,SHEEP,SHEEP_BLACK_WELSH,68,97000.0,150.0,3835.2,0,1550.0,105400.0,GRASS_WINDROW,SERIAL,1.0,2.25,153.0,3835.2,3532.2,202400.0,57.3013985618028
sheepBarnBig,SHEEP,SHEEP_LANDRACE,68,97000.0,150.0,3835.2,0,1550.0,105400.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,190.4,3835.2,3494.8,202400.0,57.9146160009157
sheepBarnBig,SHEEP,SHEEP_LANDRACE,68,97000.0,150.0,3835.2,0,1550.0,105400.0,GRASS_WINDROW,SERIAL,1.0,2.25,153.0,3835.2,3532.2,202400.0,57.3013985618028
sheepBarnBig,SHEEP,SHEEP_STEINSCHAF,68,97000.0,150.0,3835.2,0,1550.0,105400.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,190.4,3835.2,3494.8,202400.0,57.9146160009157
sheepBarnBig,SHEEP,SHEEP_STEINSCHAF,68,97000.0,150.0,3835.2,0,1550.0,105400.0,GRASS_WINDROW,SERIAL,1.0,2.25,153.0,3835.2,3532.2,202400.0,57.3013985618028
sheepBarnBig,SHEEP,SHEEP_SWISS_MOUNTAIN,68,97000.0,150.0,3835.2,0,1550.0,105400.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,190.4,3835.2,3494.8,202400.0,57.9146160009157
sheepBarnBig,SHEEP,SHEEP_SWISS_MOUNTAIN,68,97000.0,150.0,3835.2,0,1550.0,105400.0,GRASS_WINDROW,SERIAL,1.0,2.25,153.0,3835.2,3532.2,202400.0,57.3013985618028
sheepBarnMedium,SHEEP,GOAT,26,51000.0,100.0,1833.0,0,1550.0,40300.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,72.8,1833.0,1660.2,91300.0,54.9933742922539
sheepBarnMedium,SHEEP,GOAT,26,51000.0,100.0,1833.0,0,1550.0,40300.0,GRASS_WINDROW,SERIAL,1.0,2.25,58.5,1833.0,1674.5,91300.0,54.5237384293819
sheepBarnMedium,SHEEP,SHEEP_BLACK_WELSH,26,51000.0,100.0,1466.4,0,1550.0,40300.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,72.8,1466.4,1293.6,91300.0,70.578231292517
sheepBarnMedium,SHEEP,SHEEP_BLACK_WELSH,26,51000.0,100.0,1466.4,0,1550.0,40300.0,GRASS_WINDROW,SERIAL,1.0,2.25,58.5,1466.4,1307.9,91300.0,69.8065601345669
sheepBarnMedium,SHEEP,SHEEP_LANDRACE,26,51000.0,100.0,1466.4,0,1550.0,40300.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,72.8,1466.4,1293.6,91300.0,70.578231292517
sheepBarnMedium,SHEEP,SHEEP_LANDRACE,26,51000.0,100.0,1466.4,0,1550.0,40300.0,GRASS_WINDROW,SERIAL,1.0,2.25,58.5,1466.4,1307.9,91300.0,69.8065601345669
sheepBarnMedium,SHEEP,SHEEP_STEINSCHAF,26,51000.0,100.0,1466.4,0,1550.0,40300.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,72.8,1466.4,1293.6,91300.0,70.578231292517
sheepBarnMedium,SHEEP,SHEEP_STEINSCHAF,26,51000.0,100.0,1466.4,0,1550.0,40300.0,GRASS_WINDROW,SERIAL,1.0,2.25,58.5,1466.4,1307.9,91300.0,69.8065601345669
sheepBarnMedium,SHEEP,SHEEP_SWISS_MOUNTAIN,26,51000.0,100.0,1466.4,0,1550.0,40300.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,72.8,1466.4,1293.6,91300.0,70.578231292517
sheepBarnMedium,SHEEP,SHEEP_SWISS_MOUNTAIN,26,51000.0,100.0,1466.4,0,1550.0,40300.0,GRASS_WINDROW,SERIAL,1.0,2.25,58.5,1466.4,1307.9,91300.0,69.8065601345669
sheepBarnSmall,SHEEP,GOAT,19,14000.0,25.0,1339.5,0,1550.0,29450.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,53.2,1339.5,1261.3,43450.0,34.4485847934671
sheepBarnSmall,SHEEP,GOAT,19,14000.0,25.0,1339.5,0,1550.0,29450.0,GRASS_WINDROW,SERIAL,1.0,2.25,42.75,1339.5,1271.75,43450.0,34.1655199528209
sheepBarnSmall,SHEEP,SHEEP_BLACK_WELSH,19,14000.0,25.0,1071.6,0,1550.0,29450.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,53.2,1071.6,993.4,43450.0,43.7386752566942
sheepBarnSmall,SHEEP,SHEEP_BLACK_WELSH,19,14000.0,25.0,1071.6,0,1550.0,29450.0,GRASS_WINDROW,SERIAL,1.0,2.25,42.75,1071.6,1003.85,43450.0,43.2833590675898
sheepBarnSmall,SHEEP,SHEEP_LANDRACE,19,14000.0,25.0,1071.6,0,1550.0,29450.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,53.2,1071.6,993.4,43450.0,43.7386752566942
sheepBarnSmall,SHEEP,SHEEP_LANDRACE,19,14000.0,25.0,1071.6,0,1550.0,29450.0,GRASS_WINDROW,SERIAL,1.0,2.25,42.75,1071.6,1003.85,43450.0,43.2833590675898
sheepBarnSmall,SHEEP,SHEEP_STEINSCHAF,19,14000.0,25.0,1071.6,0,1550.0,29450.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,53.2,1071.6,993.4,43450.0,43.7386752566942
sheepBarnSmall,SHEEP,SHEEP_STEINSCHAF,19,14000.0,25.0,1071.6,0,1550.0,29450.0,GRASS_WINDROW,SERIAL,1.0,2.25,42.75,1071.6,1003.85,43450.0,43.2833590675898
sheepBarnSmall,SHEEP,SHEEP_SWISS_MOUNTAIN,19,14000.0,25.0,1071.6,0,1550.0,29450.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,53.2,1071.6,993.4,43450.0,43.7386752566942
sheepBarnSmall,SHEEP,SHEEP_SWISS_MOUNTAIN,19,14000.0,25.0,1071.6,0,1550.0,29450.0,GRASS_WINDROW,SERIAL,1.0,2.25,42.75,1071.6,1003.85,43450.0,43.2833590675898
sheepGoatBarn,SHEEP,GOAT,26,48000.0,150.0,1833.0,0,1550.0,40300.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,72.8,1833.0,1610.2,88300.0,54.8379083343684
sheepGoatBarn,SHEEP,GOAT,26,48000.0,150.0,1833.0,0,1550.0,40300.0,GRASS_WINDROW,SERIAL,1.0,2.25,58.5,1833.0,1624.5,88300.0,54.3551862111419
sheepGoatBarn,SHEEP,SHEEP_BLACK_WELSH,26,48000.0,150.0,1466.4,0,1550.0,40300.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,72.8,1466.4,1243.6,88300.0,71.0035381151496
sheepGoatBarn,SHEEP,SHEEP_BLACK_WELSH,26,48000.0,150.0,1466.4,0,1550.0,40300.0,GRASS_WINDROW,SERIAL,1.0,2.25,58.5,1466.4,1257.9,88300.0,70.1963590110502
sheepGoatBarn,SHEEP,SHEEP_LANDRACE,26,48000.0,150.0,1466.4,0,1550.0,40300.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,72.8,1466.4,1243.6,88300.0,71.0035381151496
sheepGoatBarn,SHEEP,SHEEP_LANDRACE,26,48000.0,150.0,1466.4,0,1550.0,40300.0,GRASS_WINDROW,SERIAL,1.0,2.25,58.5,1466.4,1257.9,88300.0,70.1963590110502
sheepGoatBarn,SHEEP,SHEEP_STEINSCHAF,26,48000.0,150.0,1466.4,0,1550.0,40300.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,72.8,1466.4,1243.6,88300.0,71.0035381151496
sheepGoatBarn,SHEEP,SHEEP_STEINSCHAF,26,48000.0,150.0,1466.4,0,1550.0,40300.0,GRASS_WINDROW,SERIAL,1.0,2.25,58.5,1466.4,1257.9,88300.0,70.1963590110502
sheepGoatBarn,SHEEP,SHEEP_SWISS_MOUNTAIN,26,48000.0,150.0,1466.4,0,1550.0,40300.0,DRYGRASS_WINDROW,SERIAL,1.0,2.8,72.8,1466.4,1243.6,88300.0,71.0035381151496
sheepGoatBarn,SHEEP,SHEEP_SWISS_MOUNTAIN,26,48000.0,150.0,1466.4,0,1550.0,40300.0,GRASS_WINDROW,SERIAL,1.0,2.25,58.5,1466.4,1257.9,88300.0,70.1963590110502
specialCowStable,COW,COW_ANGUS,99,195000.0,225.0,980.1,1,3100.0,306900.0,DRYGRASS_WINDROW,SERIAL,0.8,36.13,3576.87,784.08,-3017.79,501900.0,-166.313759406718
specialCowStable,COW,COW_ANGUS,99,195000.0,225.0,980.1,1,3100.0,306900.0,FORAGE,SERIAL,1.0,40.805,4039.695,980.1,-3284.595,501900.0,-152.804227005156
specialCowStable,COW,COW_ANGUS,99,195000.0,225.0,980.1,1,3100.0,306900.0,GRASS_WINDROW,SERIAL,0.4,30.08,2977.92,392.04,-2810.88,501900.0,-178.556181693989
specialCowStable,COW,COW_ANGUS,99,195000.0,225.0,980.1,1,3100.0,306900.0,SILAGE,SERIAL,0.8,71.88,7116.12,784.08,-6557.04,501900.0,-76.5436843453754
specialCowStable,COW,COW_HOLSTEIN,99,195000.0,225.0,653.4,1,1600.0,158400.0,DRYGRASS_WINDROW,SERIAL,0.8,23.495,2326.005,522.72,-2028.285,353400.0,-174.235869219562
specialCowStable,COW,COW_HOLSTEIN,99,195000.0,225.0,653.4,1,1600.0,158400.0,FORAGE,SERIAL,1.0,26.47,2620.53,653.4,-2192.13,353400.0,-161.213066743304
specialCowStable,COW,COW_HOLSTEIN,99,195000.0,225.0,653.4,1,1600.0,158400.0,GRASS_WINDROW,SERIAL,0.4,19.645,1944.855,261.36,-1908.495,353400.0,-185.172085858229
specialCowStable,COW,COW_HOLSTEIN,99,195000.0,225.0,653.4,1,1600.0,158400.0,SILAGE,SERIAL,0.8,46.245,4578.255,522.72,-4280.535,353400.0,-82.5597734862582
specialCowStable,COW,COW_LIMOUSIN,99,195000.0,225.0,980.1,1,3100.0,306900.0,DRYGRASS_WINDROW,SERIAL,0.8,36.13,3576.87,784.08,-3017.79,501900.0,-166.313759406718
specialCowStable,COW,COW_LIMOUSIN,99,195000.0,225.0,980.1,1,3100.0,306900.0,FORAGE,SERIAL,1.0,40.805,4039.695,980.1,-3284.595,501900.0,-152.804227005156
specialCowStable,COW,COW_LIMOUSIN,99,195000.0,225.0,980.1,1,3100.0,306900.0,GRASS_WINDROW,SERIAL,0.4,30.08,2977.92,392.04,-2810.88,501900.0,-178.556181693989
specialCowStable,COW,COW_LIMOUSIN,99,195000.0,225.0,980.1,1,3100.0,306900.0,SILAGE,SERIAL,0.8,71.88,7116.12,784.08,-6557.04,501900.0,-76.5436843453754
specialCowStable,COW,COW_SWISS_BROWN,99,195000.0,225.0,653.4,1,1600.0,158400.0,DRYGRASS_WINDROW,SERIAL,0.8,23.495,2326.005,522.72,-2028.285,353400.0,-174.235869219562
specialCowStable,COW,COW_SWISS_BROWN,99,195000.0,225.0,653.4,1,1600.0,158400.0,FORAGE,SERIAL,1.0,26.47,2620.53,653.4,-2192.13,353400.0,-161.213066743304
specialCowStable,COW,COW_SWISS_BROWN,99,195000.0,225.0,653.4,1,1600.0,158400.0,GRASS_WINDROW,SERIAL,0.4,19.645,1944.855,261.36,-1908.495,353400.0,-185.172085858229
specialCowStable,COW,COW_SWISS_BROWN,99,195000.0,225.0,653.4,1,1600.0,158400.0,SILAGE,SERIAL,0.8,46.245,4578.255,522.72,-4280.535,353400.0,-82.5597734862582
specialCowStable,COW,COW_WATERBUFFALO,99,195000.0,225.0,980.1,1,1600.0,158400.0,DRYGRASS_WINDROW,SERIAL,0.8,23.495,2326.005,784.08,-1766.925,353400.0,-200.008489324674
specialCowStable,COW,COW_WATERBUFFALO,99,195000.0,225.0,980.1,1,1600.0,158400.0,FORAGE,SERIAL,1.0,26.47,2620.53,980.1,-1865.43,353400.0,-189.446937167302
specialCowStable,COW,COW_WATERBUFFALO,99,195000.0,225.0,980.1,1,1600.0,158400.0,GRASS_WINDROW,SERIAL,0.4,19.645,1944.855,392.04,-1777.815,353400.0,-198.783337973861
specialCowStable,COW,COW_WATERBUFFALO,99,195000.0,225.0,980.1,1,1600.0,158400.0,SILAGE,SERIAL,0.8,46.245,4578.255,784.08,-4019.175,353400.0,-87.928492787699
